order_id,item_id,order_date,required_date,shipped_date,shipment_delay_days,product_id,product_name,category_name,brand_name,model_year,store_id,store_name,store_city,store_region,staff_id,staff_full_name,customer_id,customer_full_name,customer_city,customer_region,quantity,list_price,discount,total_revenue,discount_amount,net_sales
519,3,2016-10-22,2016-10-23,2016-10-24,1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",54,"Fran Yang",Utica,NY,1,269.99,0.10,269.99,26.9990,242.9910
520,1,2016-10-23,2016-10-26,2016-10-24,-2,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",639,"Ronald Parsons",Maspeth,NY,1,599.99,0.10,599.99,59.9990,539.9910
521,2,2016-10-23,2016-10-25,2016-10-25,0,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",664,"Augustus Schmidt",Corona,NY,1,1799.99,0.05,1799.99,89.9995,1709.9905
522,1,2016-10-23,2016-10-24,2016-10-24,0,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",724,"Lois Steele",Ossining,NY,1,2899.99,0.10,2899.99,289.9990,2609.9910
523,2,2016-10-24,2016-10-26,2016-10-27,1,6,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1056,"Rebbecca Espinoza","Mount Vernon",NY,1,469.99,0.10,469.99,46.9990,422.9910
526,1,2016-10-26,2016-10-28,2016-10-28,0,16,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1096,"Tonda Webb",Baldwinsville,NY,2,599.99,0.20,1199.98,239.9960,959.9840
528,2,2016-10-28,2016-10-31,2016-10-31,0,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",676,"Gayle Wilkinson",Lindenhurst,NY,1,529.99,0.20,529.99,105.9980,423.9920
529,3,2016-10-28,2016-10-30,2016-10-31,1,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",753,"Mandi Gibbs","East Elmhurst",NY,2,999.99,0.20,1999.98,399.9960,1599.9840
530,1,2016-10-28,2016-10-31,2016-10-31,0,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",773,"Yolando Wade",Massapequa,NY,1,499.99,0.05,499.99,24.9995,474.9905
532,3,2016-10-29,2016-10-31,2016-10-30,-1,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",817,"Zelda Pratt",Lancaster,NY,1,999.99,0.07,999.99,69.9993,929.9907
533,4,2016-10-29,2016-11-01,2016-11-01,0,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1334,"Ashleigh Finch",Newburgh,NY,2,1799.99,0.05,3599.98,179.9990,3419.9810
534,5,2016-10-29,2016-10-30,2016-10-31,1,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1406,"Farrah Orr","New Hyde Park",NY,1,299.99,0.05,299.99,14.9995,284.9905
538,4,2016-11-02,2016-11-05,2016-11-05,0,24,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",341,"Delana Scott","Mount Vernon",NY,2,549.99,0.07,1099.98,76.9986,1022.9814
539,5,2016-11-02,2016-11-04,2016-11-03,-1,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1144,"Jewel Sparks","Oakland Gardens",NY,2,1549.00,0.20,3098.00,619.6000,2478.4000
542,1,2016-11-04,2016-11-06,2016-11-05,-1,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",313,"Melani Jarvis",Maspeth,NY,1,449.00,0.20,449.00,89.8000,359.2000
543,2,2016-11-06,2016-11-09,2016-11-08,-1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",62,"Alica Hunter","East Elmhurst",NY,1,269.99,0.05,269.99,13.4995,256.4905
544,3,2016-11-06,2016-11-07,2016-11-08,1,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",321,"Chere Hardin",Brooklyn,NY,2,1320.99,0.20,2641.98,528.3960,2113.5840
546,5,2016-11-09,2016-11-12,2016-11-10,-2,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",470,"Loise Walker",Shirley,NY,2,269.99,0.10,539.98,53.9980,485.9820
548,2,2016-11-11,2016-11-13,2016-11-13,0,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",739,"Bobbi Banks",Bayside,NY,2,999.99,0.07,1999.98,139.9986,1859.9814
550,4,2016-11-12,2016-11-14,2016-11-15,1,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",892,"Alissa Craft",Ossining,NY,1,549.99,0.07,549.99,38.4993,511.4907
551,5,2016-11-12,2016-11-13,2016-11-13,0,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1169,"Beatris Joyner","Spring Valley",NY,1,599.99,0.10,599.99,59.9990,539.9910
552,1,2016-11-12,2016-11-15,2016-11-13,-2,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1282,"Alexis Mack","New City",NY,2,2899.99,0.20,5799.98,1159.9960,4639.9840
555,2,2016-11-13,2016-11-14,2016-11-16,2,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",212,"Buford Bridges",Troy,NY,2,599.99,0.07,1199.98,83.9986,1115.9814
557,4,2016-11-14,2016-11-17,2016-11-15,-2,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1248,"Bethany Herring","Port Jefferson Station",NY,2,269.99,0.05,539.98,26.9990,512.9810
558,5,2016-11-15,2016-11-16,2016-11-17,1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1443,"Lezlie Lamb","Central Islip",NY,1,429.00,0.05,429.00,21.4500,407.5500
560,2,2016-11-18,2016-11-19,2016-11-21,2,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1405,"Thanh Figueroa","Mount Vernon",NY,2,449.00,0.07,898.00,62.8600,835.1400
561,3,2016-11-19,2016-11-22,2016-11-22,0,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",90,"Marjorie Logan","Franklin Square",NY,1,2899.99,0.20,2899.99,579.9980,2319.9920
562,1,2016-11-19,2016-11-20,2016-11-22,2,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",942,"Davis Long",Lancaster,NY,2,299.99,0.05,599.98,29.9990,569.9810
563,2,2016-11-20,2016-11-22,2016-11-21,-1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",365,"Rodger Rojas",Bayside,NY,2,269.99,0.07,539.98,37.7986,502.1814
564,1,2016-11-20,2016-11-23,2016-11-22,-1,24,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1058,"Aisha Woods",Webster,NY,1,549.99,0.05,549.99,27.4995,522.4905
565,2,2016-11-21,2016-11-22,2016-11-22,0,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",894,"Nathaniel Richard","New Windsor",NY,1,3999.99,0.20,3999.99,799.9980,3199.9920
569,2,2016-11-23,2016-11-24,2016-11-25,1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",707,"Terese Briggs",Woodside,NY,1,429.00,0.05,429.00,21.4500,407.5500
570,3,2016-11-23,2016-11-24,2016-11-25,1,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",989,"Loreen Byers","South Ozone Park",NY,2,529.99,0.05,1059.98,52.9990,1006.9810
572,1,2016-11-24,2016-11-26,2016-11-26,0,26,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",178,"Genoveva Tyler","New York",NY,1,599.99,0.05,599.99,29.9995,569.9905
573,2,2016-11-24,2016-11-26,2016-11-27,1,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",423,"Johna Powers","Deer Park",NY,2,999.99,0.10,1999.98,199.9980,1799.9820
574,3,2016-11-26,2016-11-27,2016-11-29,2,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",833,"Leone Emerson",Whitestone,NY,2,429.00,0.20,858.00,171.6000,686.4000
577,2,2016-11-27,2016-11-30,2016-11-29,-1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",445,"Earline Ballard","Mount Vernon",NY,2,429.00,0.10,858.00,85.8000,772.2000
578,1,2016-11-27,2016-11-28,2016-11-29,1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",819,"Yahaira Robertson",Endicott,NY,2,269.99,0.05,539.98,26.9990,512.9810
583,2,2016-12-04,2016-12-05,2016-12-07,2,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",792,"Edgar Horn","West Babylon",NY,1,1320.99,0.05,1320.99,66.0495,1254.9405
584,3,2016-12-04,2016-12-05,2016-12-05,0,11,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1209,"Deandrea Cox",Huntington,NY,2,1680.99,0.07,3361.98,235.3386,3126.6414
585,4,2016-12-04,2016-12-05,2016-12-05,0,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1219,"Alden Atkinson",Shirley,NY,2,3999.99,0.10,7999.98,799.9980,7199.9820
586,1,2016-12-04,2016-12-06,2016-12-05,-1,6,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1306,"America Swanson",Webster,NY,2,469.99,0.05,939.98,46.9990,892.9810
588,3,2016-12-06,2016-12-07,2016-12-07,0,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",102,"Marisol Goodman",Canandaigua,NY,1,999.99,0.05,999.99,49.9995,949.9905
589,4,2016-12-06,2016-12-07,2016-12-07,0,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",719,"Nicki Fry",Endicott,NY,1,549.99,0.20,549.99,109.9980,439.9920
590,5,2016-12-06,2016-12-09,2016-12-07,-2,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",990,"Casimira Chapman",Monroe,NY,2,1549.00,0.05,3098.00,154.9000,2943.1000
591,1,2016-12-06,2016-12-09,2016-12-09,0,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1211,"Brenton Whitaker","Niagara Falls",NY,1,269.99,0.10,269.99,26.9990,242.9910
592,1,2016-12-06,2016-12-08,2016-12-08,0,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1232,"Jong Guthrie",Bethpage,NY,1,269.99,0.07,269.99,18.8993,251.0907
597,2,2016-12-08,2016-12-09,2016-12-10,1,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1121,"Shasta Combs","Yorktown Heights",NY,2,549.99,0.20,1099.98,219.9960,879.9840
599,4,2016-12-09,2016-12-10,2016-12-12,2,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1,"Debra Burks","Orchard Park",NY,1,3999.99,0.20,3999.99,799.9980,3199.9920
600,1,2016-12-09,2016-12-12,2016-12-11,-1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",624,"Sharika Colon","Long Beach",NY,1,269.99,0.10,269.99,26.9990,242.9910
601,1,2016-12-09,2016-12-10,2016-12-10,0,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",683,"Amparo Burks",Merrick,NY,1,269.99,0.10,269.99,26.9990,242.9910
602,1,2016-12-09,2016-12-10,2016-12-11,1,19,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",823,"Tina Bush",Maspeth,NY,1,449.00,0.07,449.00,31.4300,417.5700
603,2,2016-12-09,2016-12-10,2016-12-10,0,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1032,"Vernon Knowles","Huntington Station",NY,2,549.99,0.10,1099.98,109.9980,989.9820
604,1,2016-12-10,2016-12-13,2016-12-12,-1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",96,"Floretta Higgins",Bayside,NY,2,269.99,0.10,539.98,53.9980,485.9820
605,2,2016-12-10,2016-12-11,2016-12-12,1,16,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1208,"Leila Barr",Carmel,NY,2,599.99,0.05,1199.98,59.9990,1139.9810
606,1,2016-12-11,2016-12-12,2016-12-13,1,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",18,"Georgetta Hardin",Canandaigua,NY,1,449.00,0.10,449.00,44.9000,404.1000
607,2,2016-12-11,2016-12-14,2016-12-13,-1,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",309,"Anderson Martin",Canandaigua,NY,2,1549.00,0.10,3098.00,309.8000,2788.2000
609,1,2016-12-12,2016-12-13,2016-12-14,1,2,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",896,"Stefani Gamble","New City",NY,2,749.99,0.10,1499.98,149.9980,1349.9820
610,2,2016-12-13,2016-12-15,2016-12-14,-1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",711,"Jovita Bishop","Staten Island",NY,1,269.99,0.07,269.99,18.8993,251.0907
611,3,2016-12-15,2016-12-17,2016-12-18,1,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1073,"Leeanne Cross",Bayside,NY,1,549.99,0.05,549.99,27.4995,522.4905
612,1,2016-12-16,2016-12-17,2016-12-17,0,26,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",634,"Taylor Cole",Carmel,NY,1,599.99,0.05,599.99,29.9995,569.9905
613,2,2016-12-17,2016-12-19,2016-12-19,0,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1159,"Charlene Norris",Syosset,NY,1,1320.99,0.20,1320.99,264.1980,1056.7920
616,3,2016-12-20,2016-12-23,2016-12-23,0,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1444,"Ivette Estes",Canandaigua,NY,2,269.99,0.10,539.98,53.9980,485.9820
617,4,2016-12-21,2016-12-23,2016-12-23,0,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",118,"Le Wood",Pittsford,NY,2,999.99,0.20,1999.98,399.9960,1599.9840
618,1,2016-12-21,2016-12-22,2016-12-22,0,11,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",131,"Tanesha Hampton",Syosset,NY,2,1680.99,0.07,3361.98,235.3386,3126.6414
619,1,2016-12-22,2016-12-25,2016-12-25,0,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",454,"Terese Palmer","Bay Shore",NY,1,1549.00,0.10,1549.00,154.9000,1394.1000
620,2,2016-12-22,2016-12-24,2016-12-24,0,2,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",466,"Collen Hayes",Smithtown,NY,2,749.99,0.10,1499.98,149.9980,1349.9820
621,1,2016-12-23,2016-12-25,2016-12-24,-1,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1157,"Anton Barton",Buffalo,NY,2,3999.99,0.05,7999.98,399.9990,7599.9810
622,2,2016-12-23,2016-12-26,2016-12-25,-1,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1398,"Nevada Hood","Hopewell Junction",NY,1,1320.99,0.20,1320.99,264.1980,1056.7920
623,3,2016-12-24,2016-12-26,2016-12-27,1,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",678,"Myron Johns",Whitestone,NY,2,269.99,0.10,539.98,53.9980,485.9820
624,4,2016-12-24,2016-12-25,2016-12-27,2,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",814,"Ghislaine Compton",Lindenhurst,NY,1,599.99,0.05,599.99,29.9995,569.9905
626,1,2016-12-25,2016-12-28,2016-12-27,-1,6,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",130,"Wes Stanton",Troy,NY,1,469.99,0.07,469.99,32.8993,437.0907
627,2,2016-12-25,2016-12-26,2016-12-28,2,11,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1119,"Tora Dunlap",Monsey,NY,2,1680.99,0.10,3361.98,336.1980,3025.7820
630,1,2016-12-26,2016-12-27,2016-12-28,1,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1404,"Loyce Conway","Central Islip",NY,1,269.99,0.10,269.99,26.9990,242.9910
632,1,2016-12-27,2016-12-29,2016-12-29,0,2,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",163,"Margert Stevens",Rome,NY,1,749.99,0.05,749.99,37.4995,712.4905
634,2,2016-12-29,2017-01-01,2016-12-30,-2,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",27,"Santos Valencia",Sunnyside,NY,2,529.99,0.10,1059.98,105.9980,953.9820
635,1,2016-12-30,2017-01-02,2016-12-31,-2,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",520,"Andreas Herman","Mount Vernon",NY,1,499.99,0.20,499.99,99.9980,399.9920
637,3,2017-01-03,2017-01-05,2017-01-05,0,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",512,"Hee Greer",Selden,NY,2,299.99,0.10,599.98,59.9980,539.9820
638,4,2017-01-04,2017-01-05,2017-01-06,1,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1302,"Verda Gilbert","East Northport",NY,1,2899.99,0.20,2899.99,579.9980,2319.9920
639,5,2017-01-06,2017-01-07,2017-01-07,0,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",550,"Felicidad Golden",Lockport,NY,1,269.99,0.05,269.99,13.4995,256.4905
640,1,2017-01-06,2017-01-08,2017-01-07,-1,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1093,"Alejandrina Hodges","Deer Park",NY,2,499.99,0.20,999.98,199.9960,799.9840
642,3,2017-01-07,2017-01-09,2017-01-10,1,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",847,"Lizette Ellison","Port Washington",NY,1,1799.99,0.20,1799.99,359.9980,1439.9920
644,1,2017-01-08,2017-01-11,2017-01-10,-1,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",439,"Sunshine Rosario",Jamaica,NY,2,1799.99,0.07,3599.98,251.9986,3347.9814
645,2,2017-01-08,2017-01-11,2017-01-10,-1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1199,"Consuela Collier","North Tonawanda",NY,2,269.99,0.20,539.98,107.9960,431.9840
647,1,2017-01-09,2017-01-10,2017-01-11,1,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",283,"Jaimee Day",Poughkeepsie,NY,1,449.00,0.07,449.00,31.4300,417.5700
648,2,2017-01-09,2017-01-11,2017-01-11,0,11,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",684,"Jenny Bell","Niagara Falls",NY,2,1680.99,0.05,3361.98,168.0990,3193.8810
651,1,2017-01-11,2017-01-13,2017-01-13,0,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",190,"Toya Pratt","Long Beach",NY,1,269.99,0.10,269.99,26.9990,242.9910
654,4,2017-01-14,2017-01-15,2017-01-17,2,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1129,"Gilberto Sanders",Woodside,NY,2,529.99,0.07,1059.98,74.1986,985.7814
656,2,2017-01-16,2017-01-17,2017-01-18,1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",949,"Venessa Frost",Scarsdale,NY,2,429.00,0.05,858.00,42.9000,815.1000
658,4,2017-01-17,2017-01-18,2017-01-18,0,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1051,"Tonisha Fowler","Huntington Station",NY,1,3999.99,0.05,3999.99,199.9995,3799.9905
659,5,2017-01-17,2017-01-19,2017-01-18,-1,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1391,"Sheryl Chase","Floral Park",NY,1,299.99,0.10,299.99,29.9990,269.9910
660,1,2017-01-18,2017-01-19,2017-01-19,0,6,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",383,"Ashlee Pena",Whitestone,NY,1,469.99,0.07,469.99,32.8993,437.0907
661,2,2017-01-18,2017-01-19,2017-01-20,1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",626,"Leigh Burke",Schenectady,NY,2,269.99,0.05,539.98,26.9990,512.9810
